metric_id,label,domain,page,description,formula,aggregation,allowed_aggregations,unit,status,official_for_chatbot,realtime_live_query,execution_kind,executor,executor_compute_file,summary_field,registry_payload_path,registry_sample_size_path,registry_definition,registry_count_from_clients,supported_filters,sources_schema_table_column,sources_tables,sources_columns,aliases,limitations,page_hint,questions,legacy_ids_pointing_here,in_catalog,in_registry,notes_technical
satisfaction_ces,CES,satisfaction,Pesquisa de Satisfação,Sem campo estruturado identificado. Card da UI: Sem dado.,Sem campo estruturado identificado. Card da UI: Sem dado.,,,score,,no,no,,,,,,,,no,,,,,ces|customer effort score|esforco do cliente,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#satisfaction_ces
satisfaction_csat_average,CSAT médio,satisfaction,Pesquisa de Satisfação,Média de csat_responses.score com tipo_de_forms contendo “csat”; notas >5 truncadas para 5. Satisfeito = nota igual a 5.,Média de csat_responses.score com tipo_de_forms contendo “csat”; notas >5 truncadas para 5. Satisfeito = nota igual a 5.,,,score,,no,no,,,,,,,,no,,public.csat_responses.score,csat_responses,score,csat medio|csat|satisfacao csat,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#satisfaction_csat_average
satisfaction_nps_index,NPS (tela Pesquisa de Satisfação),satisfaction,Pesquisa de Satisfação,"Índice %promotores − %detratores sobre TODAS as notas válidas 0–10 em nps_responses (dedupe typeform_response_id/id), usando created_at. NÃO usa nps-metrics.mjs (última por cliente / submitted_at / filtro tipo NPS). Não é média da nota.",(% notas ≥9) − (% notas ≤6) em todas as respostas válidas da tela,,,nps_index,,no,no,,,,,,,,no,,public.nps_responses.score,nps_responses,score,nps da pesquisa de satisfacao|nps da tela de satisfacao|indice nps satisfacao,"Divergente do helper oficial nps-metrics.mjs usado em EP e Análises Estatísticas.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#satisfaction_nps_index
sc_active_clients,Clientes ativos (Análises Estatísticas),statistical_crosses,Análises Estatísticas,Status analítico Ativo no recorte da tela de cruzamentos.,Status analítico Ativo no recorte da tela de cruzamentos.,,,clients,,no,no,,,,,,,,no,,,,,ativos nas analises estatisticas,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_active_clients
sc_auc,AUC ajustada,statistical_crosses,Análises Estatísticas,"Métrica DERIVADA (não é coluna de banco). Univariada: max(AUC, 1−AUC). Não é taxa de acerto de um modelo completo. Arquivo: stats-tests.mjs. Amostra mínima de inferência no backend: 30 (MIN_AUC).","Métrica DERIVADA (não é coluna de banco). Univariada: max(AUC, 1−AUC). Não é taxa de acerto de um modelo completo. Arquivo: stats-tests.mjs. Amostra mínima de inferência no backend: 30 (MIN_AUC).",,,auc,,no,no,,,,,,,,no,,,,,auc|auc ajustada|area sob a curva,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_auc
sc_cohort,Coorte (payload),statistical_crosses,Análises Estatísticas,"Métrica DERIVADA (não é coluna de banco). Retenção por mês/trimestre de contratação e idade em meses. Permanência cronológica, sem +365. Meses futuros não observáveis ficam vazios. Arquivo: cohort-retention.mjs.","Métrica DERIVADA (não é coluna de banco). Retenção por mês/trimestre de contratação e idade em meses. Permanência cronológica, sem +365. Meses futuros não observáveis ficam vazios. Arquivo: cohort-retention.mjs.",,,,,no,no,,,,,,,,no,,,,,coorte de retencao|coorte|retencao por coorte|cohort,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_cohort
sc_confirmed_cancellations,Cancelamentos confirmados na análise,statistical_crosses,Análises Estatísticas,Eventos analíticos (churn/distrato) na população dos cruzamentos.,Eventos analíticos (churn/distrato) na população dos cruzamentos.,,,clients,,no,no,,,,,,,,no,,,,,quantos cancelamentos confirmados entraram na analise|quantos cancelamentos confirmados entraram na análise|cancelamentos confirmados na amostra,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_confirmed_cancellations
sc_correlation_matrix,Matriz de correlação,statistical_crosses,Análises Estatísticas,"Métrica DERIVADA (não é coluna de banco). Spearman (padrão) ou Pearson entre variáveis numéricas; pares completos; diagonal = 1. Arquivo: correlation-matrix.mjs. Associação observada, não causalidade.","Métrica DERIVADA (não é coluna de banco). Spearman (padrão) ou Pearson entre variáveis numéricas; pares completos; diagonal = 1. Arquivo: correlation-matrix.mjs. Associação observada, não causalidade.",,,,,no,no,,,,,,,,no,,,,,matriz de correlacao|spearman|correlacao spearman|matriz spearman,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_correlation_matrix
sc_cycle1_clients,Clientes ciclo 1,statistical_crosses,Análises Estatísticas,Clientes com ciclo = 1 no recorte estatístico.,Clientes com ciclo = 1 no recorte estatístico.,,,clients,,no,no,,,,,,,,no,,,,,ciclo 1|clientes no primeiro ciclo,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_cycle1_clients
sc_discoveries,Principais descobertas,statistical_crosses,Análises Estatísticas,Textos determinísticos com cobertura/amostra suficientes. Não afirmam causalidade. Não são gerados por LLM.,Textos determinísticos com cobertura/amostra suficientes. Não afirmam causalidade. Não são gerados por LLM.,,,list,,no,no,,,,,,,,no,,,,,principais descobertas|descobertas estatisticas,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_discoveries
sc_excluded_variables,Variáveis excluídas,statistical_crosses,Análises Estatísticas,Variáveis não analisadas e motivo.,Variáveis não analisadas e motivo.,,,label,,no,no,,,,,,,,no,,,,,quais variaveis foram excluidas por baixa cobertura|quais variáveis foram excluídas por baixa cobertura|variaveis excluidas|variáveis excluídas,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_excluded_variables
sc_income_diff,Diferença de renda ativos vs cancelados,statistical_crosses,Análises Estatísticas,Diferença de medianas de renda entre grupos.,Diferença de medianas de renda entre grupos.,,,association,,no,no,,,,,,,,no,,,,,qual a diferenca de renda entre ativos e cancelados|qual a diferença de renda entre ativos e cancelados|renda ativos e cancelados,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_income_diff
sc_lift,Lift,statistical_crosses,Análises Estatísticas,Métrica DERIVADA em análises exploratórias. Denominador específico da regra ainda merece validação humana para verbalização de valor. Não é coluna de banco.,Métrica DERIVADA em análises exploratórias. Denominador específico da regra ainda merece validação humana para verbalização de valor. Não é coluna de banco.,,,ratio,,no,no,,,,,,,,no,,,,,lift|lift estatistico,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_lift
sc_median_survival,Mediana de sobrevivência,statistical_crosses,Análises Estatísticas,"Tempo em que a curva KM atinge 50%, se atingido. Derivado; permanência cronológica.","Tempo em que a curva KM atinge 50%, se atingido. Derivado; permanência cronológica.",,,days,,no,no,,,,,,,,no,,,,,mediana de sobrevivencia|tempo mediano de permanencia km,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_median_survival
sc_meetings_vs_cancel,Reuniões e cancelamento,statistical_crosses,Análises Estatísticas,Diferença observada entre clientes com e sem reuniões.,Diferença observada entre clientes com e sem reuniões.,,,association,,no,no,,,,,,,,no,,,,,clientes com reunioes cancelam menos|clientes com reuniões cancelam menos|reunioes e cancelamento|reuniões e cancelamento,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_meetings_vs_cancel
sc_nps,NPS nos cruzamentos,statistical_crosses,Análises Estatísticas,Índice NPS e associação com cancelamento (respostas após churn excluídas). Não é média da nota.,% promotores − % detratores,,,index,,no,no,,,,,,,,no,,public.nps_responses.score,nps_responses,score,nps versus cancelamento|associacao nps churn|associação nps churn|promotores e detratores,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_nps
sc_nps_responses,Respostas NPS válidas (cruzamentos),statistical_crosses,Análises Estatísticas,Última resposta 0–10 por cliente via helper oficial; preditivo exclui NPS pós-cancelamento.,Última resposta 0–10 por cliente via helper oficial; preditivo exclui NPS pós-cancelamento.,,,responses,,no,no,,,,,,,,no,,,,,respostas nps validas|cobertura nps estatistica,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_nps_responses
sc_renewed_clients,Clientes renovados (Análises Estatísticas),statistical_crosses,Análises Estatísticas,ciclo > 1 no universo da tela. O card pode incluir congelados; não usar ciclo como preditor se o desfecho da análise for a própria renovação (leakage).,ciclo > 1 no universo da tela. O card pode incluir congelados; não usar ciclo como preditor se o desfecho da análise for a própria renovação (leakage).,,,clients,,no,no,,,,,,,,no,,,,,renovados nas analises estatisticas|clientes renovados na analise estatistica,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_renewed_clients
sc_segment_cancel,Cancelamento por segmento,statistical_crosses,Análises Estatísticas,Percentual cancelado confirmado por segmento do portal.,Percentual cancelado confirmado por segmento do portal.,,,percent,,no,no,,,,,,,,no,,,,,qual segmento possui maior percentual cancelado|cancelamento por segmento|percentual cancelado por segmento,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_segment_cancel
sc_standardized_diff,Diferença padronizada,statistical_crosses,Análises Estatísticas,Métrica DERIVADA (não é coluna de banco). Compara grupos (ex.: ativos vs cancelados) em escala comum. Positivo no cancelamento = maior entre cancelados. Não é causalidade.,Métrica DERIVADA (não é coluna de banco). Compara grupos (ex.: ativos vs cancelados) em escala comum. Positivo no cancelamento = maior entre cancelados. Não é causalidade.,,,std_diff,,no,no,,,,,,,,no,,,,,diferenca padronizada|efeito padronizado,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_standardized_diff
sc_survival,Curva de permanência,statistical_crosses,Análises Estatísticas,Métrica DERIVADA (não é coluna de banco). Kaplan–Meier: evento = cancelamento efetivado COM data; censura = data de corte (America/Sao_Paulo). Usa permanência CRONOLÓGICA (sem +365). Probabilidade de permanência ≠ percentual de ativos.,Métrica DERIVADA (não é coluna de banco). Kaplan–Meier: evento = cancelamento efetivado COM data; censura = data de corte (America/Sao_Paulo). Usa permanência CRONOLÓGICA (sem +365). Probabilidade de permanência ≠ percentual de ativos.,,,probability,,no,no,,,,,,,,no,,,,,como esta a curva de permanencia|como está a curva de permanência|sobrevivencia|sobrevivência|kaplan meier|curva de sobrevivencia,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_survival
sc_top_association,Variáveis mais associadas ao cancelamento,statistical_crosses,Análises Estatísticas,Maior magnitude de associação observada (não causalidade).,Maior magnitude de associação observada (não causalidade).,,,association,,no,no,,,,,,,,no,,,,,quais variaveis tem maior associacao com cancelamento|quais variáveis têm maior associação com cancelamento|associacao com cancelamento|associação com cancelamento,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_top_association
sc_top_auc,Maior AUC individual,statistical_crosses,Análises Estatísticas,"Maior AUC ajustada entre variáveis elegíveis — poder discriminativo, não precisão.","Maior AUC ajustada entre variáveis elegíveis — poder discriminativo, não precisão.",,,auc,,no,no,,,,,,,,no,,,,,maior auc|melhor auc individual,"Métrica derivada — não é coluna física do banco.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#sc_top_auc
identified_support_clients,Clientes identificados,support,Acionamentos,Quantidade de clientes distintos (baseqv_client_id) identificados na BASE QV via research.v_acionamentos_tratados.,count(distinct baseqv_client_id),,,clients,,no,no,,,,,,,,no,,research.v_acionamentos_tratados.baseqv_client_id,v_acionamentos_tratados,baseqv_client_id,quantos clientes distintos tiveram acionamentos|quantos clientes foram identificados|clientes identificados|clientes distintos com acionamentos,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#identified_support_clients
median_resolution_time,Tempo típico de resolução,support,Acionamentos,Mediana em horas entre abertura e resolução (não calculável sem resolvidos válidos).,median(resolutionHours) com datas válidas,,,hours,,no,no,,,,,,,,no,,research.acionamentos.data_abertura|research.acionamentos.resolved_at,acionamentos|acionamentos,data_abertura|resolved_at,tempo tipico de resolucao|tempo típico de resolução|mediana de resolucao|por que o tempo de resolucao nao e calculavel|por que o tempo de resolução não é calculável,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#median_resolution_time
open_support_tickets,Acionamentos abertos,support,Acionamentos,Acionamentos ainda sem resolução (status novo/aberto/pendente/em andamento).,isOpen === true,,,tickets,,no,no,,,,,,,,no,,research.acionamentos.status,acionamentos,status,quantos estao abertos|quantos estão abertos|acionamentos abertos|chamados abertos|quantos acionamentos abertos,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#open_support_tickets
resolution_rate,Taxa de resolução,support,Acionamentos,Percentual de acionamentos já finalizados.,resolvedTickets / totalTickets,,,percent,,no,no,,,,,,,,no,,research.acionamentos.resolved_at,acionamentos,resolved_at,taxa de resolucao|taxa de resolução|percentual resolvido,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#resolution_rate
resolved_support_tickets,Acionamentos resolvidos,support,Acionamentos,Acionamentos com resolved_at ou status resolvido/concluído/fechado.,resolved_at not null OR status resolvido,,,tickets,,no,no,,,,,,,,no,,research.acionamentos.resolved_at,acionamentos,resolved_at,acionamentos resolvidos|chamados resolvidos|quantos foram resolvidos,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#resolved_support_tickets
support_corporate_email_tickets,Acionamentos com e-mail corporativo,support,Acionamentos,Acionamentos com @quartavia.com.br no campo de e-mail (contato interno).,email_campo_corporativo = true,,,tickets,,no,no,,,,,,,,no,,research.v_acionamentos_tratados.email_campo_corporativo|research.v_acionamentos_qualidade_email.email_quartavia_no_campo_cliente,v_acionamentos_tratados|v_acionamentos_qualidade_email,email_campo_corporativo|email_quartavia_no_campo_cliente,quantos acionamentos tinham e-mail corporativo|email corporativo|e-mail corporativo|quartavia no campo,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#support_corporate_email_tickets
support_identification_coverage,Cobertura de identificação,support,Acionamentos,Percentual de acionamentos com pelo menos um cliente identificado.,ticketsWithClient / totalTickets,,,percent,,no,no,,,,,,,,no,,research.v_acionamentos_tratados.baseqv_client_id,v_acionamentos_tratados,baseqv_client_id,qual e a cobertura de identificacao|qual é a cobertura de identificação|cobertura de identificacao|cobertura de identificação,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#support_identification_coverage
support_identified_from_description,Clientes identificados pela descrição,support,Acionamentos,Acionamentos em que o cliente foi identificado a partir de e-mail na descrição.,email_identificado_origem / qualidade.clientes_identificados_pela_descricao,,,tickets,,no,no,,,,,,,,no,,research.v_acionamentos_tratados.email_identificado_origem|research.v_acionamentos_qualidade_email.clientes_identificados_pela_descricao,v_acionamentos_tratados|v_acionamentos_qualidade_email,email_identificado_origem|clientes_identificados_pela_descricao,quantos clientes foram encontrados pela descricao|quantos clientes foram encontrados pela descrição|identificados pela descricao|identificados pela descrição,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#support_identified_from_description
support_monthly_evolution,Evolução dos acionamentos,support,Acionamentos,Série temporal de acionamentos por data_abertura (diária ≤45 dias; mensal acima).,count(distinct id) by data_abertura,,,tickets,,no,no,,,,,,,,no,,research.acionamentos.data_abertura,acionamentos,data_abertura,como os acionamentos evoluíram por mês|como os acionamentos evoluíram|evolucao dos acionamentos|evolução dos acionamentos|acionamentos por mes|acionamentos por mês,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#support_monthly_evolution
support_multiple_clients_tickets,Acionamentos com múltiplos clientes,support,Acionamentos,Acionamentos relacionados a mais de um cliente distinto na BASE QV.,baseqv_quantidade_matches > 1,,,tickets,,no,no,,,,,,,,no,,research.v_acionamentos_tratados.baseqv_quantidade_matches|research.v_acionamentos_qualidade_email.com_multiplos_clientes_encontrados,v_acionamentos_tratados|v_acionamentos_qualidade_email,baseqv_quantidade_matches|com_multiplos_clientes_encontrados,quantos possuem multiplos clientes|quantos possuem múltiplos clientes|acionamentos com multiplos clientes|acionamentos com múltiplos clientes,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#support_multiple_clients_tickets
support_needs_reprocessing,Pendentes de reprocessamento,support,Acionamentos,Acionamentos marcados para reprocessamento do tratamento de e-mail.,precisa_reprocessar / aguardando_processamento,,,tickets,,no,no,,,,,,,,no,,research.v_acionamentos_tratados.precisa_reprocessar|research.v_acionamentos_qualidade_email.aguardando_processamento,v_acionamentos_tratados|v_acionamentos_qualidade_email,precisa_reprocessar|aguardando_processamento,quantos precisam de reprocessamento|precisa reprocessar|pendentes de reprocessamento,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#support_needs_reprocessing
support_unmatched_emails,E-mails sem correspondência,support,Acionamentos,Acionamentos com e-mail externo sem match na BASE QV.,classificacao / qualidade.email_cliente_sem_match_baseqv,,,tickets,,no,no,,,,,,,,no,,research.v_acionamentos_qualidade_email.email_cliente_sem_match_baseqv,v_acionamentos_qualidade_email,email_cliente_sem_match_baseqv,quantos e-mails nao tiveram correspondencia|quantos e-mails não tiveram correspondência|email sem match|e-mail sem match,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#support_unmatched_emails
support_without_area,Acionamentos sem área,support,Acionamentos,Acionamentos sem area_setor informado.,area_setor vazia,,,tickets,,no,no,,,,,,,,no,,research.acionamentos.area_setor,acionamentos,area_setor,quantos registros nao tem area|quantos registros não têm área|acionamentos sem area|acionamentos sem área|quantos nao tem area ou tipo|quantos não têm área ou tipo,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#support_without_area
support_without_type,Acionamentos sem tipo,support,Acionamentos,Acionamentos sem tipo_solicitacao informado.,tipo_solicitacao vazia,,,tickets,,no,no,,,,,,,,no,,research.acionamentos.tipo_solicitacao,acionamentos,tipo_solicitacao,quantos registros nao tem tipo|quantos registros não têm tipo|acionamentos sem tipo,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#support_without_type
tickets_with_identified_client,Acionamentos com cliente identificado,support,Acionamentos,Acionamentos distintos com pelo menos um baseqv_client_id válido.,count(distinct id) com baseqv_client_id,,,tickets,,no,no,,,,,,,,no,,research.v_acionamentos_tratados.baseqv_client_id,v_acionamentos_tratados,baseqv_client_id,quantos acionamentos possuem clientes identificados|acionamentos com cliente identificado|acionamentos com cliente,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#tickets_with_identified_client
top_support_area,Área com mais acionamentos,support,Acionamentos,Área/setor com maior volume de acionamentos no período (research.acionamentos.area_setor).,argmax(count by area_setor),,,label,,no,no,,,,,,,,no,,research.acionamentos.area_setor,acionamentos,area_setor,qual area tem mais acionamentos|qual área tem mais acionamentos|qual area recebeu mais acionamentos|qual área recebeu mais acionamentos|area com mais acionamentos|área com mais acionamentos,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#top_support_area
top_support_clients,Clientes com mais acionamentos,support,Acionamentos,Top clientes distintos por quantidade de acionamentos (baseqv_client_id).,top 10 count(distinct id) by baseqv_client_id,,,label,,no,no,,,,,,,,no,,research.v_acionamentos_tratados.baseqv_client_id,v_acionamentos_tratados,baseqv_client_id,quais clientes tem mais acionamentos|quais clientes têm mais acionamentos|clientes com maior volume de acionamentos|top clientes atendimento,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#top_support_clients
top_support_requesters,Solicitantes com maior volume,support,Acionamentos,Top 10 solicitantes por volume de acionamentos (research.acionamentos.nome_solicitante).,top(nome_solicitante),,,label,,no,no,,,,,,,,no,,research.acionamentos.nome_solicitante,acionamentos,nome_solicitante,quais solicitantes abriram mais acionamentos|solicitantes com mais acionamentos|quem abriu mais acionamentos|top solicitantes atendimento,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#top_support_requesters
top_support_type,Tipo de solicitação mais frequente,support,Acionamentos,Tipo de solicitação com maior volume no período.,argmax(count by tipo_solicitacao),,,label,,no,no,,,,,,,,no,,research.acionamentos.tipo_solicitacao,acionamentos,tipo_solicitacao,qual o tipo de solicitacao mais frequente|qual o tipo de solicitação mais frequente|tipo mais frequente|tipo de solicitacao mais comum|tipo de solicitação mais comum,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#top_support_type
total_support_tickets,Total de acionamentos,support,Acionamentos,Contagem distinta de acionamentos em research.acionamentos (mesmo payload do dashboard Atendimento).,count(distinct id),,,tickets,,no,no,,,,,,,,no,,research.acionamentos.id,acionamentos,id,quantos acionamentos temos|quantos chamados|quantas solicitacoes|quantas solicitações|total de acionamentos|quantidade de acionamentos|quantos acionamentos|total de chamados|o que e atendimento,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#total_support_tickets
unidentified_support_clients,Acionamentos sem cliente identificado,support,Acionamentos,Acionamentos sem nenhum baseqv_client_id válido após o tratamento.,count(distinct id) sem baseqv_client_id,,,tickets,,no,no,,,,,,,,no,,research.v_acionamentos_tratados.baseqv_client_id,v_acionamentos_tratados,baseqv_client_id,quantos acionamentos sem cliente|acionamentos sem cliente identificado|quantos clientes nao foram identificados|quantos clientes não foram identificados|clientes nao identificados|clientes não identificados,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#unidentified_support_clients
urgent_support_tickets,Acionamentos urgentes,support,Acionamentos,Acionamentos com prioridade normalizada Urgente.,prioridade normalizada = Urgente,,,tickets,,no,no,,,,,,,,no,,research.acionamentos.prioridade,acionamentos,prioridade,quantos acionamentos urgentes|acionamentos urgentes|chamados urgentes|quantos sao urgentes|quantos são urgentes,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#urgent_support_tickets
engagement_paused,Engajamento,temporal_indicators,Indicadores Temporais,Tela desabilitada nesta versão. loadEngagement() não chama /api/engagement. Não há indicador confiável a apresentar como oficial.,Tela desabilitada nesta versão. loadEngagement() não chama /api/engagement. Não há indicador confiável a apresentar como oficial.,,,,,no,no,,,,,,,,no,,,,,engajamento|indicadores de engajamento,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#engagement_paused
temporal_active_with_signals,Clientes ativos com sinais,temporal_indicators,Indicadores Temporais,"Heurística da tela: queda de login, sem reunião 60d, sem implementação 90d, sem financeiro 60d, NPS detrator recente, 30+ dias sem atividade. Não é modelo preditivo oficial.","Heurística da tela: queda de login, sem reunião 60d, sem implementação 90d, sem financeiro 60d, NPS detrator recente, 30+ dias sem atividade. Não é modelo preditivo oficial.",,,clients,,no,no,,,,,,,,no,,,,,clientes ativos com sinais|sinais de possivel cancelamento,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#temporal_active_with_signals
temporal_financial_updates,Atualizações financeiras (temporais),temporal_indicators,Indicadores Temporais,Nesta tela o código usa updated_at || created_at (criação inicial pode entrar). Diferente da tela Atualização Financeira (updated_at > created_at).,Nesta tela o código usa updated_at || created_at (criação inicial pode entrar). Diferente da tela Atualização Financeira (updated_at > created_at).,,,events,,no,no,,,,,,,,no,,,,,atualizacoes financeiras temporais,"Não unificar com financial_post_creation_updates sem validação humana.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#temporal_financial_updates
temporal_interactions,Interações,temporal_indicators,Indicadores Temporais,Sem fonte confiável. Card: Sem dado.,Sem fonte confiável. Card: Sem dado.,,,,,no,no,,,,,,,,no,,,,,interacoes|interações temporais,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#temporal_interactions
temporal_total_subjects,Clientes/usuários (temporais),temporal_indicators,Indicadores Temporais,BASE QV + usuários App Pharus na tela Indicadores Temporais.,BASE QV + usuários App Pharus na tela Indicadores Temporais.,,,subjects,,no,no,,,,,,,,no,,,,,clientes usuarios temporais|sujeitos nos indicadores temporais|indicadores temporais|o que sao indicadores temporais|quantos sujeitos nos indicadores temporais,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#temporal_total_subjects
